turnstilelink_link_1,turnstilelink_link_1/_text,turnstilelink_link_1/_title,company_content,company_link,company_link/_text,company_link/_title,turnstilelink_link_2,turnstilelink_link_2/_text,turnstilelink_link_2/_title,turnstilelink_link_2_numbers,ratingnumber_number,slnounderline_value,slnounderline_value_numbers,location_value,moreloc_link,moreloc_link/_text,moreloc_link/_title,moreloc_link_numbers,snip_value,snip_value_prices,snip_values,summary_description,resultlinktext_value,resultlinkblock_value,date_value,date_value_numbers,label,savejob_label,email_link,email_link/_text,email_link/_title,more_label,mat_contents,mat_links,mat_links/_text,mat_links/_title,content,content_prices,links,links/_text,links/_title,"_PAGE_NUMBER"
"http://www.indeed.co.uk/rc/clk?jk=35fbd81c12a5aaa6","Lead Data Engineer","Lead Data Engineer","BT","http://www.indeed.co.uk/cmp/Bt?from=SERP&campaignid=serp-linkcompanyname&fromjk=35fbd81c12a5aaa6&jcid=72713e5b1ba0ef22","BT","","http://www.indeed.co.uk/cmp/Bt/reviews?jcid=72713e5b1ba0ef22","3.9191 reviews","Bt reviews","3.9191","3.9","191 reviews","191","London","","","","","","","","Develop new features from our analytics and data tech – building new reporting/insight capabilities with the wider Lead Digital Data Scientist and team....","5 days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all BT jobs - London jobs; Salary Search: Lead Engineer salaries in London; Learn more about working at Bt","http://www.indeed.co.uk/Bt-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Lead-Engineer-Salaries,-London-ENG?fromjk=35fbd81c12a5aaa6&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Bt?fromjk=35fbd81c12a5aaa6&from=serp-more&campaignid=serp-more&jcid=72713e5b1ba0ef22","BT jobs; London jobs; Lead Engineer salaries in London; Bt","","Lead Data Engineer BT - 3.9191 reviews - London Develop new features from our analytics and data tech – building new reporting/insight capabilities with the wider Lead Digital Data Scientist and team.... 5 days ago - save job - email - more... View all BT jobs - London jobs Salary Search: Lead Engineer salaries in London Learn more about working at Bt","","http://www.indeed.co.uk/rc/clk?jk=35fbd81c12a5aaa6; http://www.indeed.co.uk/cmp/Bt?from=SERP&campaignid=serp-linkcompanyname&fromjk=35fbd81c12a5aaa6&jcid=72713e5b1ba0ef22; http://www.indeed.co.uk/cmp/Bt/reviews?jcid=72713e5b1ba0ef22; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=110#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=110#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=110#; http://www.indeed.co.uk/Bt-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Lead-Engineer-Salaries,-London-ENG?fromjk=35fbd81c12a5aaa6&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Bt?fromjk=35fbd81c12a5aaa6&from=serp-more&campaignid=serp-more&jcid=72713e5b1ba0ef22","Lead Data Engineer; BT; 3.9191 reviews; save job; email; more...; ; BT jobs; London jobs; Lead Engineer salaries in London; Bt","Lead Data Engineer; ; Bt reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","12"
"http://www.indeed.co.uk/rc/clk?jk=c7350d3566b251cb","Software Developer","Software Developer","Sparx","http://www.indeed.co.uk/cmp/Sparx?from=SERP&campaignid=serp-linkcompanyname&fromjk=c7350d3566b251cb&jcid=202835e7f317e497","Sparx","","http://www.indeed.co.uk/cmp/Sparx/reviews?jcid=202835e7f317e497","4.02 reviews","Sparx reviews","4.02","4","2 reviews","2","Exeter","","","","","","","Full-time, Permanent","You’ll work with all members of the team – from data scientists to content developers – to find solutions to the most challenging problems we face when building...","25 days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Sparx jobs - Exeter jobs; Salary Search: Software Developer salaries in Exeter; Learn more about working at Sparx","http://www.indeed.co.uk/Sparx-jobs; http://www.indeed.co.uk/jobs-in-Exeter; http://www.indeed.co.uk/salaries/Software-Developer-Salaries,-Exeter-ENG?fromjk=c7350d3566b251cb&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Sparx?fromjk=c7350d3566b251cb&from=serp-more&campaignid=serp-more&jcid=202835e7f317e497","Sparx jobs; Exeter jobs; Software Developer salaries in Exeter; Sparx","","Software Developer Sparx - 4.02 reviews - Exeter Full-time, Permanent You’ll work with all members of the team – from data scientists to content developers – to find solutions to the most challenging problems we face when building... 25 days ago - save job - email - more... View all Sparx jobs - Exeter jobs Salary Search: Software Developer salaries in Exeter Learn more about working at Sparx","","http://www.indeed.co.uk/rc/clk?jk=c7350d3566b251cb; http://www.indeed.co.uk/cmp/Sparx?from=SERP&campaignid=serp-linkcompanyname&fromjk=c7350d3566b251cb&jcid=202835e7f317e497; http://www.indeed.co.uk/cmp/Sparx/reviews?jcid=202835e7f317e497; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Sparx-jobs; http://www.indeed.co.uk/jobs-in-Exeter; http://www.indeed.co.uk/salaries/Software-Developer-Salaries,-Exeter-ENG?fromjk=c7350d3566b251cb&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Sparx?fromjk=c7350d3566b251cb&from=serp-more&campaignid=serp-more&jcid=202835e7f317e497","Software Developer; Sparx; 4.02 reviews; save job; email; more...; ; Sparx jobs; Exeter jobs; Software Developer salaries in Exeter; Sparx","Software Developer; ; Sparx reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=4ee92b25d3c9f3d4","Data Scientist - Outstanding Consulting Firm","Data Scientist - Outstanding Consulting Firm","Mindbench","","","","","","","","","","","London","","","","","£40,000 - £80,000 a year","40000; -80000","","The Data Scientists are responsible for:. Importing data from a variety of sources into our core database. Experience with, or a keen desire to gain experience...","Consultancy Role Finder","-","20 days ago","20","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Mindbench jobs - London jobs; Salary Search: Data Scientist salaries in London","http://www.indeed.co.uk/Mindbench-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=4ee92b25d3c9f3d4&from=serp-more&campaignid=serp-more","Mindbench jobs; London jobs; Data Scientist salaries in London","","Data Scientist - Outstanding Consulting Firm Mindbench - London £40,000 - £80,000 a year The Data Scientists are responsible for:. Importing data from a variety of sources into our core database. Experience with, or a keen desire to gain experience... Consultancy Role Finder - 20 days ago - save job - email - more... View all Mindbench jobs - London jobs Salary Search: Data Scientist salaries in London","40000; -80000","http://www.indeed.co.uk/rc/clk?jk=4ee92b25d3c9f3d4; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Mindbench-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=4ee92b25d3c9f3d4&from=serp-more&campaignid=serp-more","Data Scientist - Outstanding Consulting Firm; save job; email; more...; ; Mindbench jobs; London jobs; Data Scientist salaries in London","Data Scientist - Outstanding Consulting Firm; Save this job to my.indeed; ; ; Close; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=9e8ccea2085ca1ef","Data Analyst","Data Analyst","Edge Recruits","","","","","","","","","","","Exeter","","","","","£30,000 - £50,000 a year","30000; -50000","- Permanent","The successful data scientist will be carrying out research and analysis of how new technology can optimise the product offering....","Careers4a","-","8 days ago","8","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Edge Recruits jobs - Exeter jobs; Salary Search: Data Analyst salaries in Exeter; Learn more about working at Edge Recruits","http://www.indeed.co.uk/Edge-Recruits-jobs; http://www.indeed.co.uk/jobs-in-Exeter; http://www.indeed.co.uk/salaries/Data-Analyst-Salaries,-Exeter-ENG?fromjk=9e8ccea2085ca1ef&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Edge-Recruits?fromjk=9e8ccea2085ca1ef&from=serp-more&campaignid=serp-more&jcid=55dc7e9e18798544","Edge Recruits jobs; Exeter jobs; Data Analyst salaries in Exeter; Edge Recruits","","Data Analyst Edge Recruits - Exeter £30,000 - £50,000 a year - Permanent The successful data scientist will be carrying out research and analysis of how new technology can optimise the product offering.... Careers4a - 8 days ago - save job - email - more... View all Edge Recruits jobs - Exeter jobs Salary Search: Data Analyst salaries in Exeter Learn more about working at Edge Recruits","30000; -50000","http://www.indeed.co.uk/rc/clk?jk=9e8ccea2085ca1ef; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Edge-Recruits-jobs; http://www.indeed.co.uk/jobs-in-Exeter; http://www.indeed.co.uk/salaries/Data-Analyst-Salaries,-Exeter-ENG?fromjk=9e8ccea2085ca1ef&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Edge-Recruits?fromjk=9e8ccea2085ca1ef&from=serp-more&campaignid=serp-more&jcid=55dc7e9e18798544","Data Analyst; save job; email; more...; ; Edge Recruits jobs; Exeter jobs; Data Analyst salaries in Exeter; Edge Recruits","Data Analyst; Save this job to my.indeed; ; ; Close; ; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=64ec3fbe14025501","Data Scientist (Graduate) - machine learning, big data, math...","Data Scientist (Graduate) - machine learning, big data, maths, neural networks, Hadoop, complexity, Surrey","ECM Selection","","","","","","","","","","","London","","","","","£50,000 a year","50000","","Superb opportunity for graduate/junior data scientist working at the forefront of applied machine learning; Machine learning, big data, maths, neural networks,...","brightrecruits.com","-","11 days ago","11","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all ECM Selection jobs - London jobs; Salary Search: Data Scientist salaries in London","http://www.indeed.co.uk/Ecm-Selection-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=64ec3fbe14025501&from=serp-more&campaignid=serp-more","ECM Selection jobs; London jobs; Data Scientist salaries in London","","Data Scientist (Graduate) - machine learning, big data, math... ECM Selection - London £50,000 a year Superb opportunity for graduate/junior data scientist working at the forefront of applied machine learning; Machine learning, big data, maths, neural networks,... brightrecruits.com - 11 days ago - save job - email - more... View all ECM Selection jobs - London jobs Salary Search: Data Scientist salaries in London","50000","http://www.indeed.co.uk/rc/clk?jk=64ec3fbe14025501; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Ecm-Selection-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=64ec3fbe14025501&from=serp-more&campaignid=serp-more","Data Scientist (Graduate) - machine learning, big data, math...; save job; email; more...; ; ECM Selection jobs; London jobs; Data Scientist salaries in London","Data Scientist (Graduate) - machine learning, big data, maths, neural networks, Hadoop, complexity, Surrey; Save this job to my.indeed; ; ; Close; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=74cd82a2c2d125df","JUNIOR DATA SCIENTIST - MACHINE LEARNING","JUNIOR DATA SCIENTIST - MACHINE LEARNING","Harnham","","","","","","","","","","","London","","","","","£45,000 a year","45000","- Permanent","Junior Data Scientist. Junior Data Scientist - Machine Learning. As a Junior Data Scientist you will:. Work within a large team of Data Scientists, Analysts &...","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Harnham jobs - London jobs; Salary Search: Data Scientist salaries in London; Learn more about working at Harnham","http://www.indeed.co.uk/Harnham-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=74cd82a2c2d125df&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Harnham?fromjk=74cd82a2c2d125df&from=serp-more&campaignid=serp-more&jcid=d72eb0548d91249c","Harnham jobs; London jobs; Data Scientist salaries in London; Harnham","","JUNIOR DATA SCIENTIST - MACHINE LEARNING Harnham - London £45,000 a year - Permanent Junior Data Scientist. Junior Data Scientist - Machine Learning. As a Junior Data Scientist you will:. Work within a large team of Data Scientists, Analysts &... 30+ days ago - save job - email - more... View all Harnham jobs - London jobs Salary Search: Data Scientist salaries in London Learn more about working at Harnham","45000","http://www.indeed.co.uk/rc/clk?jk=74cd82a2c2d125df; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Harnham-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Data-Scientist-Salaries,-London-ENG?fromjk=74cd82a2c2d125df&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Harnham?fromjk=74cd82a2c2d125df&from=serp-more&campaignid=serp-more&jcid=d72eb0548d91249c","JUNIOR DATA SCIENTIST - MACHINE LEARNING; save job; email; more...; ; Harnham jobs; London jobs; Data Scientist salaries in London; Harnham","JUNIOR DATA SCIENTIST - MACHINE LEARNING; Save this job to my.indeed; ; ; Close; ; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=e09cfd12a41a7f1e","Speech/Language Scientist (m/f)","Speech/Language Scientist (m/f)","Evi Technologies Limited","http://www.indeed.co.uk/cmp/Amazon.com?from=SERP&campaignid=serp-linkcompanyname&fromjk=e09cfd12a41a7f1e&jcid=b03f5448567dd880","Evi Technologies Limited","","http://www.indeed.co.uk/cmp/Amazon.com/reviews?jcid=b03f5448567dd880","3.78,056 reviews","Evi Technologies reviews","378.056","3.7","8,056 reviews","8056","Cambridge","","","","","","","","Algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing....","Amazon.com","-","30+ days ago","30","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Evi Technologies Limited jobs - Cambridge jobs; Salary Search: Speech Language Pathologist salaries in Cambridge; Learn more about working at Evi Technologies Limited","http://www.indeed.co.uk/Evi-Technologies-Limited-jobs; http://www.indeed.co.uk/jobs-in-Cambridge; http://www.indeed.co.uk/salaries/Speech-Language-Pathologist-Salaries,-Cambridge-ENG?fromjk=e09cfd12a41a7f1e&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Amazon.com?fromjk=e09cfd12a41a7f1e&from=serp-more&campaignid=serp-more&jcid=b03f5448567dd880","Evi Technologies Limited jobs; Cambridge jobs; Speech Language Pathologist salaries in Cambridge; Evi Technologies Limited","","Speech/Language Scientist (m/f) Evi Technologies Limited - 3.78,056 reviews - Cambridge Algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing.... Amazon.com - 30+ days ago - save job - email - more... View all Evi Technologies Limited jobs - Cambridge jobs Salary Search: Speech Language Pathologist salaries in Cambridge Learn more about working at Evi Technologies Limited","","http://www.indeed.co.uk/rc/clk?jk=e09cfd12a41a7f1e; http://www.indeed.co.uk/cmp/Amazon.com?from=SERP&campaignid=serp-linkcompanyname&fromjk=e09cfd12a41a7f1e&jcid=b03f5448567dd880; http://www.indeed.co.uk/cmp/Amazon.com/reviews?jcid=b03f5448567dd880; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Evi-Technologies-Limited-jobs; http://www.indeed.co.uk/jobs-in-Cambridge; http://www.indeed.co.uk/salaries/Speech-Language-Pathologist-Salaries,-Cambridge-ENG?fromjk=e09cfd12a41a7f1e&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Amazon.com?fromjk=e09cfd12a41a7f1e&from=serp-more&campaignid=serp-more&jcid=b03f5448567dd880","Speech/Language Scientist (m/f); Evi Technologies Limited; 3.78,056 reviews; save job; email; more...; ; Evi Technologies Limited jobs; Cambridge jobs; Speech Language Pathologist salaries in Cambridge; Evi Technologies Limited","Speech/Language Scientist (m/f); ; Evi Technologies reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=5ee159cc77ebb24e","eFX Quantitative Analyst,VP","eFX Quantitative Analyst,VP","State Street","http://www.indeed.co.uk/cmp/State-Street?from=SERP&campaignid=serp-linkcompanyname&fromjk=5ee159cc77ebb24e&jcid=92f1ccd9154b0139","State Street","","http://www.indeed.co.uk/cmp/State-Street/reviews?jcid=92f1ccd9154b0139","3.5764 reviews","State Street reviews","3.5764","3.5","764 reviews","764","London","","","","","","","Part-time","Regional Marketing Statement Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all State Street jobs - London jobs; Salary Search: Quantitative Analyst salaries in London; Learn more about working at State Street","http://www.indeed.co.uk/State-Street-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Quantitative-Analyst-Salaries,-London-ENG?fromjk=5ee159cc77ebb24e&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/State-Street?fromjk=5ee159cc77ebb24e&from=serp-more&campaignid=serp-more&jcid=92f1ccd9154b0139","State Street jobs; London jobs; Quantitative Analyst salaries in London; State Street","","eFX Quantitative Analyst,VP State Street - 3.5764 reviews - London Part-time Regional Marketing Statement Across the globe, institutional investors rely on us to help them manage risk, respond to challenges, and drive performance and 30+ days ago - save job - email - more... View all State Street jobs - London jobs Salary Search: Quantitative Analyst salaries in London Learn more about working at State Street","","http://www.indeed.co.uk/rc/clk?jk=5ee159cc77ebb24e; http://www.indeed.co.uk/cmp/State-Street?from=SERP&campaignid=serp-linkcompanyname&fromjk=5ee159cc77ebb24e&jcid=92f1ccd9154b0139; http://www.indeed.co.uk/cmp/State-Street/reviews?jcid=92f1ccd9154b0139; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/State-Street-jobs; http://www.indeed.co.uk/jobs-in-London; http://www.indeed.co.uk/salaries/Quantitative-Analyst-Salaries,-London-ENG?fromjk=5ee159cc77ebb24e&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/State-Street?fromjk=5ee159cc77ebb24e&from=serp-more&campaignid=serp-more&jcid=92f1ccd9154b0139","eFX Quantitative Analyst,VP; State Street; 3.5764 reviews; save job; email; more...; ; State Street jobs; London jobs; Quantitative Analyst salaries in London; State Street","eFX Quantitative Analyst,VP; ; State Street reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=c1803f862862618e","Real World Data Methodologist/Statistician","Real World Data Methodologist/Statistician","GlaxoSmithKline","http://www.indeed.co.uk/cmp/Glaxosmithkline?from=SERP&campaignid=serp-linkcompanyname&fromjk=c1803f862862618e&jcid=4e42ec53f4b93e02","GlaxoSmithKline","","http://www.indeed.co.uk/cmp/Glaxosmithkline/reviews?jcid=4e42ec53f4b93e02","4.21,549 reviews","Glaxosmithkline reviews","421.549","4.2","1,549 reviews","1549","Stevenage","","","","","","","","For example, linear and non-linear regression analysis, multi-level error modelling, cluster analysis, factor analysis, techniques for censored survival data,...","30+ days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all GlaxoSmithKline jobs - Stevenage jobs; Salary Search: Statistician salaries in Stevenage; Learn more about working at Glaxosmithkline","http://www.indeed.co.uk/Glaxosmithkline-jobs; http://www.indeed.co.uk/jobs-in-Stevenage; http://www.indeed.co.uk/salaries/Statistician-Salaries,-Stevenage-ENG?fromjk=c1803f862862618e&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Glaxosmithkline?fromjk=c1803f862862618e&from=serp-more&campaignid=serp-more&jcid=4e42ec53f4b93e02","GlaxoSmithKline jobs; Stevenage jobs; Statistician salaries in Stevenage; Glaxosmithkline","","Real World Data Methodologist/Statistician GlaxoSmithKline - 4.21,549 reviews - Stevenage For example, linear and non-linear regression analysis, multi-level error modelling, cluster analysis, factor analysis, techniques for censored survival data,... 30+ days ago - save job - email - more... View all GlaxoSmithKline jobs - Stevenage jobs Salary Search: Statistician salaries in Stevenage Learn more about working at Glaxosmithkline","","http://www.indeed.co.uk/rc/clk?jk=c1803f862862618e; http://www.indeed.co.uk/cmp/Glaxosmithkline?from=SERP&campaignid=serp-linkcompanyname&fromjk=c1803f862862618e&jcid=4e42ec53f4b93e02; http://www.indeed.co.uk/cmp/Glaxosmithkline/reviews?jcid=4e42ec53f4b93e02; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Glaxosmithkline-jobs; http://www.indeed.co.uk/jobs-in-Stevenage; http://www.indeed.co.uk/salaries/Statistician-Salaries,-Stevenage-ENG?fromjk=c1803f862862618e&from=serp-more&campaignid=serp-more; http://www.indeed.co.uk/cmp/Glaxosmithkline?fromjk=c1803f862862618e&from=serp-more&campaignid=serp-more&jcid=4e42ec53f4b93e02","Real World Data Methodologist/Statistician; GlaxoSmithKline; 4.21,549 reviews; save job; email; more...; ; GlaxoSmithKline jobs; Stevenage jobs; Statistician salaries in Stevenage; Glaxosmithkline","Real World Data Methodologist/Statistician; ; Glaxosmithkline reviews; Save this job to my.indeed; ; ; Close; ; ; ; ","13"
"http://www.indeed.co.uk/rc/clk?jk=b2338a737441a702","Graduate Computer Scientist","Graduate Computer Scientist","Polytec","http://www.indeed.co.uk/cmp/Polytec?from=SERP&campaignid=serp-linkcompanyname&fromjk=b2338a737441a702&jcid=a481be0be3202956","Polytec","","http://www.indeed.co.uk/cmp/Polytec/reviews?jcid=a481be0be3202956","3.33 reviews","Polytec reviews","3.33","3.3","3 reviews","3","Cambridge","","","","","","","","Data system engineering, dealing with large databases or algorithms on server systems. We are recruiting for a Graduate Computer Scientist to work with some of...","17 days ago","","","","-","save job","mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk","email","","more...","View all Polytec jobs - Cambridge jobs; Salary Search: Computer Scientist salaries in Cambridge","http://www.indeed.co.uk/Polytec-jobs; http://www.indeed.co.uk/jobs-in-Cambridge; http://www.indeed.co.uk/salaries/Computer-Scientist-Salaries,-Cambridge-ENG?fromjk=b2338a737441a702&from=serp-more&campaignid=serp-more","Polytec jobs; Cambridge jobs; Computer Scientist salaries in Cambridge","","Graduate Computer Scientist Polytec - 3.33 reviews - Cambridge Data system engineering, dealing with large databases or algorithms on server systems. We are recruiting for a Graduate Computer Scientist to work with some of... 17 days ago - save job - email - more... View all Polytec jobs - Cambridge jobs Salary Search: Computer Scientist salaries in Cambridge","","http://www.indeed.co.uk/rc/clk?jk=b2338a737441a702; http://www.indeed.co.uk/cmp/Polytec?from=SERP&campaignid=serp-linkcompanyname&fromjk=b2338a737441a702&jcid=a481be0be3202956; http://www.indeed.co.uk/cmp/Polytec/reviews?jcid=a481be0be3202956; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; mailto:?subject=I%20found%20this%20job%20on%20Indeed&body=http://www.indeed.co.uk; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/jobs?q=data+scientist&l=England&start=120#; http://www.indeed.co.uk/Polytec-jobs; http://www.indeed.co.uk/jobs-in-Cambridge; http://www.indeed.co.uk/salaries/Computer-Scientist-Salaries,-Cambridge-ENG?fromjk=b2338a737441a702&from=serp-more&campaignid=serp-more","Graduate Computer Scientist; Polytec; 3.33 reviews; save job; email; more...; ; Polytec jobs; Cambridge jobs; Computer Scientist salaries in Cambridge","Graduate Computer Scientist; ; Polytec reviews; Save this job to my.indeed; ; ; Close; ; ; ","13"
